ID;Debut;Fin;Statut;Produits HT;Livraison HT;Livraison TTC;Total HT;Total TVA;Total TTC;Comission HT;Comission TTC;Commandes remboursees TTC;Comissions remboursees TTC;Vendeur;Commandes
147;01-04-2020  06:24;;open;0;0;0;0;0;0;0;0;0;0;Big Breakers;
144;01-04-2020  06:27;15-05-2020  13:09;close;1685.73;86.50;103.80;1772.23;354.44000000000005;2126.67;212.65;255.21;0;0;Manutan Collectivités;EHXDRDQIF,JSLZPQVCJ,LLDHOVZRU,OCRFZKMPL,MBLGTSQUE
142;01-04-2020  06:26;01-06-2020  14:22;close;248.76;0.00;0.00;248.76;49.75;298.51;29.85;35.82;0;0;SLS Distribution;KVDMPZXEB,XFJVPZUZF
143;01-04-2020  06:25;15-04-2020  06:19;close;572.81;70.30;70.30;643.11;114.56999999999994;757.68;75.77;90.93;0;0;VW Sports;GNQVIMKIM,YEQXEMSLE,KVRDYGAIO,KLQQNIFPS,GUIILPDSW,FPFHORYBV
140;01-04-2020  06:27;15-06-2020  18:06;close;141.00;25.00;30.00;166.00;33.19999999999999;199.20;23.24;27.89;0;0;Iteuil sports;GUIILPDSW
141;01-04-2020  06:26;15-04-2020  06:19;close;380.89;53.24;63.89;434.13;86.84000000000003;520.97;52.10;62.52;106.79;10.68;Cress Sport;DUDVSCCUV,VCDIHVZWC,HVJCOQPTW,PKMUHBCQS,EPNKCSUHX
138;01-04-2020  06:24;16-08-2020  17:22;close;191.58;0.00;0.00;191.58;38.31999999999999;229.90;26.82;32.19;0;0;Chalet-Jardin;XGZVUVZCJ
139;01-04-2020  06:26;15-04-2020  06:19;close;96.68;10.00;12.00;106.68;21.329999999999984;128.01;13.87;16.64;0;0;Innoquipe;DUDVSCCUV
136;01-04-2020  06:26;01-06-2020  14:22;close;647.33;0.00;0.00;647.33;129.4699999999999;776.80;77.68;93.22;0;0;SET;ZYSJMPVLV
137;01-04-2020  06:19;28-09-2020  12:18;close;16.50;8.00;9.60;24.50;4.899999999999999;29.40;2.94;3.53;0;0;Parolai Stil'Eco;QOWPIRTCN
133;01-04-2020  06:25;15-04-2020  06:19;close;292.63;20.00;24.00;312.63;62.53000000000003;375.16;37.52;45.02;0;0;Tennis Scorer;NHGNJEIFP,JCWONGOQP
134;01-04-2020  06:25;15-04-2020  06:19;close;245.71;30.75;36.90;276.46;55.29000000000002;331.75;35.94;43.13;0;0;Huck Occitania;KVRDYGAIO,ETHCYIQWO
135;01-04-2020  06:26;15-04-2020  06:19;close;11.17;3.25;3.90;14.42;2.880000000000001;17.30;1.87;2.25;0;0;Sveltus;HVJCOQPTW
132;27-03-2020  09:55;01-07-2020  15:36;close;669.10;0.00;0.00;669.10;133.81999999999994;802.92;86.99;104.39;0;0;CMJN IMPRESSION;AMGXSMBFW,MJPJJMNQG,ERAZEQVYL,RFAQJPGVD,AEYUHUJLG,EQAMULAFE,KWFSICKMS,QMJJBLWFM,RXMTADATJ,NSBVPTICD
129;11-02-2020  08:53;15-05-2020  13:09;close;29.70;0.00;0.00;29.70;5.940000000000001;35.64;3.86;4.63;35.64;4.63;LEDUSTRY;SYVTVSDJK
130;18-02-2020  13:22;;open;0;0;0;0;0;0;0;0;0;0;VEKO LIGHTSYSTEMS;
131;25-03-2020  09:13;;open;0;0;0;0;0;0;0;0;0;0;UNREST;
127;21-01-2020  15:14;;open;0;0;0;0;0;0;0;0;0;0;RERI;
128;22-01-2020  16:16;;open;0;0;0;0;0;0;0;0;0;0;FRENCH PADEL SHOP;
125;19-12-2019  11:08;;open;0;0;0;0;0;0;0;0;0;0;Atelier du Fauteuil Roulant;
126;23-12-2019  13:44;15-10-2020  13:19;close;7962.09;0.00;0.00;7962.09;437.90999999999985;8400.00;910.00;1092.00;0;0;Tween;YSFZCARBY
122;07-12-2019  21:30;;open;0;0;0;0;0;0;0;0;0;0;IDS;
123;07-12-2019  21:40;;open;0;0;0;0;0;0;0;0;0;0;Sergio Tacchini;
124;12-12-2019  08:40;30-09-2020  16:08;close;70.83;8.00;9.60;78.83;15.769999999999996;94.60;7.88;9.46;0;0;Wilson;DWVSIOQDJ
121;05-12-2019  13:01;15-06-2020  18:06;close;628.00;58.00;68.80;686.00;136.39999999999998;822.40;89.09;106.92;0;0;2CI;BLEEXYQZY
119;26-11-2019  16:43;;open;0;0;0;0;0;0;0;0;0;0;HEAD;
120;26-11-2019  16:48;;open;0;0;0;0;0;0;0;0;0;0;Exhibit;
118;26-11-2019  13:46;15-10-2020  13:19;close;224.00;9.00;9.00;233.00;0;233.00;25.24;30.29;0;0;PADEL BEACH;NNCUTNWYL,KUERKFJTZ
117;26-11-2019  13:38;;open;0;0;0;0;0;0;0;0;0;0;Beach Company;
115;22-11-2019  14:32;;open;0;0;0;0;0;0;0;0;0;0;CMC Trophées;
116;26-03-2020  08:47;01-04-2020  06:24;close;281.66;0.00;0.00;281.66;56.329999999999984;337.99;39.43;47.32;0;0;Chalet-Jardin;MIVHQJUME
113;21-11-2019  14:08;15-10-2020  13:19;close;257.70;113.34;136.00;371.04;74.19999999999999;445.24;44.53;53.43;0;0;Plastimark France;MNWAYYZPR,FRQNOGCEK,GAWMOGLAM,ZGCKLPKFQ
114;21-11-2019  14:50;;open;0;0;0;0;0;0;0;0;0;0;René Pierre;
112;23-03-2020  13:24;01-04-2020  06:25;close;2045.78;203.00;243.60;2248.78;449.7399999999998;2698.52;292.34;350.81;0;0;Huck Occitania;RSVARUVJD,QPAPMJWHB,JSLZPQVCJ,DVDOZMZTX,ZZXNOWCYY,LFWXNDVZW,MBLGTSQUE,VDWZXUCYA,GNQKOVWZK,GFXZYGXTM,EIQUTVCYI,YEQXEMSLE
111;23-03-2020  13:18;01-04-2020  06:25;close;0;0;0;0;0;0;0;0;0;0;Test Origami Marketplace;
108;19-03-2020  13:18;01-04-2020  06:25;close;6783.40;725.00;725.00;7508.40;1356.6900000000005;8865.09;886.51;1063.82;0;0;VW Sports;OJZUNRBJB,SRBYFBIID,CILVCGVBA,PEMGWRJEF,BAYGSVROI,RZCJSFDEW,EDEIORYFK,WVVPZINLY,BWAUWXCAE,ETLQUXJAW,MAVQVKQRX,VEDBNJLOK,MUGRKVJYK,QEHHVQERZ,HQBYMDLUP,TRVQOJBJV,BQHKASIRQ,VAQZRIOTU,FRRLZPQYI,FCDAKQXGK,XFNRRVODZ,MDCPIXWXR,GBGHIWBDF,EZDZCIGYU,WFBSVNIUF,GHPQOQDXU,CMFUJQWPL,DXTPYPFOP,WTVREQSYD,RDMAQTPGA,PVNCWZMEH,CDRLMEMHC,VGVHAPCQE,BWESGMVQQ,OYKERORKA,EIQUTVCYI,WZMAYIUUX,TOGNMGWUB
105;23-03-2020  13:17;01-04-2020  06:25;close;550.42;89.80;107.76;640.22;128.04999999999995;768.27;70.43;84.51;0;0;SCFR Impex;QWZROJDRQ,DVMOTQAQW,BIGGIIUYS,OUZHPNNED,UNPLHHNSP,XAKSZFDGF,TZSEVDRBR,DHHJDKLUF,WQOZJGMXS,QPAPMJWHB
106;19-03-2020  13:17;15-04-2020  06:19;close;94.79;0.00;0.00;94.79;18.959999999999994;113.75;11.38;13.65;0;0;LSC Maintenance;JBGEIAJDX,SPYWEHYJP,CNDQZAMJZ
107;19-03-2020  13:17;01-04-2020  06:25;close;5739.99;120.00;144.00;5859.99;1171.96;7031.95;703.21;843.83;0;0;Tennis Scorer;OBZDWBGFS,IPLKVGPXS,CBHJWQJKJ,WWIYIZGUH,DQDLNTYQH,FXCKTEHCW,INBIJUMIO,TATFSWBTY,TBUUCDSYE,VIYZIVVMM,KLNGLNMWN,MUGRKVJYK,MYZBOAUOJ,HHCZTGPVS,ZSRMNQOYH,CTPNBYKIA,GBGHIWBDF,WEWQRJMYL,SZUVXPMQL,AATKFFZMT,DAJPKRSDP,GNQKOVWZK,ZTDAROOJB
104;23-03-2020  13:17;24-03-2020  09:45;close;4403.34;500.00;600.06;4903.33;874.9300000000003;5778.26;0.00;0.00;0;0;F.F.T.;YSACVUGMH,BBJDXDYXR,KVXMYIOKV,CGQSJJAZL,RYKDTENCH,QFDCDJBKQ,OZWPRXYAL,KKSQIFRXF,ADCKTXVHX,GJAUKPMBT,JBXXUKSUM,AIDKCEDXG,PBGUPZOQD,CMFKTNTBU,TBUUCDSYE,GHMROEPVB,SYNEQAGWZ,SGTXAOSGA,OATOMWMYM,BIUWSKTFM,KNATXDYCU,DOSHNUHOA,NAGAPYMIY,HXQQXHRIU,PDKKTNLCX,PSRFCLBFV,SURHVEHNU,TBWFKTSQY,MYFHCZTWM,ZFZNKOEUT,YYPGSOBUZ,DMOQYTSPZ,FGZYEZDNS,BBNRDWOJB,UOXSYGRVN,MNMIHDNDJ,STCTABXTE,JVHPQWDYA,AKXVNMLWQ,BWVELYPPC,ACOMRMFUQ,WUNZHLZVY,EHXDRDQIF,ESZYSYVAF,IVWBTZTBL,AZFXXSCLX,OMQJQRRHD,OJAFUUMDS,YZPFBGNAH,FAWMKOFXW,ATGNBUCUM,RZBNNLOWG,NYQZNGVZB,SOOMDNYDI,HBLSCXYLL,TMQIVTMHE,GSFEUXRJY,MIVHQJUME,XAKSZFDGF,PIZYCAEVL,MOCDCKZJT,KTAWHUUIS,DFSBIKOSQ,JJJASWPAI,HEPPJCEHP,JSLZPQVCJ,DVDOZMZTX,CFQOEONYY,SJTSHSLTK
103;19-03-2020  13:17;01-04-2020  06:25;close;12830.03;283.09;339.60;13113.12;2622.5099999999984;15735.63;2045.63;2045.63;0;0;Netsportique;LBXUSNRVO,GQWWAVSWQ,XDCPBYFKK,IUVDNCMSP,FAJEQGCRN,LJQMRONKA,RUMHHWBVU,OPGFYICAL,ASQAJOKJF,SRBYFBIID,CILVCGVBA,LKRLWNRIB,GJAUKPMBT,MUTBCLIVP,RHPMVSZXW,ZMTKRXFOM,MOZSQVQUV,VIAXYBUUR,CYFGEWYZI,WUNZHLZVY,EHXDRDQIF,LAYHFLGVC,ZHHBVDNHH,APBMUDRKW,LIVHJKSWC,NQDWNTFBP,GSFEUXRJY,TWMUWSRXE,SYDSDBERR,SMDJUSLNJ,HTWPZUKCT,QPAPMJWHB,WFBSVNIUF,JSLZPQVCJ,GCDVBJDUS,NIEWQCOFF,IGJZSZODA,TPMBJNWZE,RDMAQTPGA,LFWXNDVZW,WANOUCLTD,GNQKOVWZK,FORJZOVIU,HQSXAOUEH,YPDDRHWET,QVMTTZOTA,FYDWODHGZ,CTCEIPBMU,TZDHNAEGB,GWVUJIPJZ
102;19-03-2020  13:17;;open;0;0;0;0;0;0;0;0;0;0;Metrola;
81;19-03-2020  11:05;03-04-2020  08:11;close;1380.35;7.00;8.40;1387.35;277.47;1664.82;166.48;199.78;0;0;Sodex International;OCRFZKMPL,VDWZXUCYA,BWESGMVQQ,BNJXAEPHX,VUEBACKWU,TZDHNAEGB,SFTMXFRUC,DUDVSCCUV,JKVLKUUMA,EJIAJEKUD
110;19-03-2020  13:18;01-04-2020  06:26;close;322.00;70.00;84.00;392.00;78.39999999999998;470.40;47.04;56.45;214.80;25.78;CIDI Event;XAYVHXWXS
78;05-03-2020  10:41;11-05-2020  12:31;close;69.77;12.90;15.48;82.67;16.53;99.20;9.92;11.90;0;0;Casal Sport;IFQTUWFSI
76;01-03-2020  08:50;01-04-2020  06:26;close;179.83;0.00;0.00;179.83;35.95999999999998;215.79;21.58;25.89;0;0;SLS Distribution;DHHJDKLUF
75;05-03-2020  08:49;19-03-2020  17:41;close;1146.82;6.00;6.00;1152.82;229.37000000000012;1382.19;138.22;165.86;0;0;VW Sports;QWKEWVEPL,QVYHIITZE,HEYPQFPZS,RUMHHWBVU,ZJNTZNRUX,NNFAEXZBK
73;05-03-2020  08:49;19-03-2020  17:52;close;4355.42;66.65;79.96;4422.07;884.3800000000001;5306.45;689.84;689.84;0;0;Netsportique;HOTTSDYCA,NZNVNOFDF,YQIEFKFWG,OBZDWBGFS,WVVPZINLY,OFZWHHOBJ,TFWJWNJTP,EOFLLKUMW,DUDVSCCUV
74;05-03-2020  08:49;19-03-2020  17:52;close;2036.41;50.00;60.00;2086.41;417.2600000000002;2503.67;250.38;300.45;0;0;Tennis Scorer;NBJSWCLBW,HVCENUSLC,MHMZZRWTM,STMJIBUPB,RKTVKGRYN,RUMHHWBVU,ZGOZVACDX,FWXHKGZRY
72;01-03-2020  14:22;19-03-2020  13:28;close;71.58;0.00;0.00;71.58;14.320000000000007;85.90;8.59;10.31;0;0;Sodex International;CJPTCCSOO
71;01-03-2020  14:22;26-03-2020  08:47;close;191.58;0.00;0.00;191.58;38.31999999999999;229.90;26.82;32.19;0;0;Chalet-Jardin;CQHMAQOUY
69;01-03-2020  14:22;01-03-2020  14:24;close;789.17;0.00;0.00;789.17;157.83000000000004;947.00;94.70;113.65;0;0;SLS Distribution;FVQODYYDA
70;19-02-2020  14:22;15-04-2020  06:20;close;79.00;11.45;13.74;90.45;18.090000000000003;108.54;10.85;13.02;0;0;Tupi caoutchouc;CGQSJJAZL
68;01-03-2020  14:22;01-03-2020  14:24;close;340.50;0.00;0.00;340.50;68.11000000000001;408.61;40.86;49.04;0;0;VW Sports;USDYTGMUY,XKUKQPDHH,MFQJHSLXG
67;01-03-2020  14:22;01-03-2020  14:25;close;2154.09;29.12;34.93;2183.21;436.6300000000001;2619.84;340.59;340.59;0;0;Netsportique;IQYQAEPWJ,YSBTGRPWE,FDJHMIMOS,IPTKHHLVS,XKUKQPDHH,VNRZQHJVR,QOBKVZVYO,ACRPFCUWP,GVKGGZDXP,KAQHLMSGK
109;01-03-2020  13:18;01-04-2020  06:26;close;559.93;107.32;128.78;667.25;133.45000000000005;800.70;80.07;96.08;22.90;2.29;Cress Sport;RZCJSFDEW,MUTBCLIVP,IWUNEMOFP,CRSWCMGAL,BQHKASIRQ,DHHJDKLUF,QPAPMJWHB,WLLFZMQMZ,GHPEPYEUW,VFTYXBSIR,VSRODRRFM
66;28-02-2020  16:27;01-03-2020  14:25;close;860.26;0.00;0.00;860.26;172.04999999999995;1032.31;103.23;123.88;0;0;Tennis Scorer;RWXQLIQCW,QWLZHYQWA,YORCNUSDP
65;18-02-2020  15:55;19-03-2020  17:52;close;144.00;35.00;42.00;179.00;35.80000000000001;214.80;21.48;25.78;0;0;CIDI Event;TKOHECRXW
64;17-02-2020  15:55;01-04-2020  06:26;close;158.83;26.42;31.70;185.25;37.05000000000001;222.30;24.08;28.90;0;0;Sveltus;NLISUGGBV,RZCJSFDEW,DHHJDKLUF
62;18-02-2020  15:55;01-03-2020  14:26;close;151.16;25.00;30.00;176.16;35.22999999999999;211.39;21.14;25.36;0;0;Cress Sport;JYOQIUJUV,IAFGAGGBI
61;18-02-2020  15:55;01-03-2020  14:26;close;195.25;17.50;21.00;212.75;42.55000000000001;255.30;27.66;33.19;0;0;Huck Occitania;NBJSWCLBW
60;18-02-2020  15:55;23-03-2020  13:11;close;5886.50;745.90;895.15;6632.38;1053.08;7685.46;0.00;0.00;34.85;0.00;F.F.T.;RRTOJNPIZ,NGPLHHZTW,HIEFICTNP,FMJYWAUBW,GVXVEOGAZ,YOIILHOWO,CZEMWYQCL,MRAGHGBEG,OQKYJLRJM,JIEUWPOCM,XWPWIAVFQ,RICERSEXV,GPIIWWZOZ,BWFOHYOXH,FYBLROREG,RAHEOLQMH,ZXFIJSBNP,JEUXTZGBB,KZBRBRGRC,KASNIUEPF,EBGQSTFWK,KVCPDIRLX,CAEEJNUER,CCEQRTNLO,BGAJYLFBR,YMUFDQHDW,DHXZTKIHT,WHORELFFL,CDWKBVUAF,ZBAZKVIDA,AJQNZLRUG,OOIMMLHXJ,TPAUCLNKU,HOTTSDYCA,EWFZEIHAI,GQWWAVSWQ,AVSLJDGKI,HUDBKELBS,JJNMAUKSW,GXTWJPPEV,XNCDRRKTZ,YNQVZDUAZ,GVBTKRJDW,AFMCRSJFR,VGVGMWGYN,EIDQLBTMV,UNHQZLYLW,LSLRJFQYN,QXDPBYQGD,DCCRYLAJM,VUZVPCEWS,USDYTGMUY,MHMZZRWTM,PARTWZMRQ,PDGISMLXK,BBJNFNPJT,HTCAYKPWM,XCEBECDSQ,WJYLXIEVR,WDIUIIGIT,KMDZTCFHS,VKHGJTNKN,QWZROJDRQ,WIYVSWQOW,BDHKPUYZV,NLYLPGOOB,CHVVVYMTE,LLBPHBGFT,ABRKZFDBS,XEVXXPEBF,TTSQACPJH,LNKBFJEHC,OCFWTDXEH,CPCLWDKLL,EUVEOPHFS,BPCEAFKPA,MZIDSCXGM,DVMOTQAQW,PEKPTQQLU,WTDXHNRKT,FKMSEKDSS,TAMWKYVDO,SITCLWIOO,PEWHBOYXL,JPIHQUXKL,YOSDQIGED,TRTUNHXDF,LKKOIHHZX,NBQYFHDVJ,ZTDAROOJB,TBNYDURNZ,FYDWODHGZ,GWVUJIPJZ,LNFAEKDOA,DTERDCXQH,DUDVSCCUV
56;18-02-2020  15:55;19-03-2020  17:52;close;812.88;0.00;0.00;812.88;162.58000000000004;975.46;97.55;117.06;0;0;LSC Maintenance;RDOEGWMDT,HGYMPLGIU,IZNPSTICV,UQFCCGWNY,OOOEAZKGI,HGJSGAOJW,JTPYZXDIB
58;18-02-2020  15:55;01-03-2020  14:27;close;262.51;16.00;19.20;278.51;55.69;334.20;36.21;43.45;0;0;Innoquipe;LHALCNTPZ,HMXKPISPJ,FYBLROREG
55;18-02-2020  15:55;19-03-2020  17:52;close;173.58;37.50;45.00;211.08;42.22;253.30;25.33;30.39;0;0;Cress Sport;BYHOIJHRC,AABHJEMTP,AVAUZWFMA
54;01-03-2020  15:55;23-03-2020  13:24;close;4425.48;412.54;495.05;4838.02;967.5899999999992;5805.61;628.95;754.72;0;0;Huck Occitania;IQYQAEPWJ,NFVUAKNPD,ASEYJMLXB,USDYTGMUY,EJNAZXYWP,ACRPFCUWP,KAQHLMSGK,FWXHKGZRY,PEKPTQQLU,CILVCGVBA,NNFAEXZBK,FXCKTEHCW,EHUMPVTFH,ACEXDAVIP,QBGYEYIXE,GBZRBXYOL,RIETASSDH,PRENNABXI,MUGRKVJYK,WUNZHLZVY,EHXDRDQIF,LFGQCLLSV,CTNKMAVQH
52;01-03-2020  15:55;01-04-2020  06:26;close;4421.68;275.00;330.00;4696.68;939.2999999999993;5635.98;610.55;732.68;0;0;Innoquipe;JYOQIUJUV,HOTTSDYCA,AVSLJDGKI,IAFGAGGBI,WJYLXIEVR,VKHGJTNKN,HZITGUWAQ,UOVALTPAW,DVMOTQAQW,PEKPTQQLU,EMAPMQTHS,IPONRYYYL,AVAUZWFMA,WROTXOUIO,RZCJSFDEW,MUTBCLIVP,IWUNEMOFP,MOZSQVQUV,ACOMRMFUQ,MUGRKVJYK,ESZYSYVAF,NQDWNTFBP,SOOMDNYDI,MMPFTFPSB,NMMPIDMMG,MIVHQJUME,XAKSZFDGF,BQHKASIRQ,TZSEVDRBR,MZDPNFULB,DHHJDKLUF,WQOZJGMXS,QPAPMJWHB,TXFBLGOUG,GHPEPYEUW,URCCXRVTJ,BWESGMVQQ,HVJCOQPTW,YLOILSPDS
51;17-02-2020  09:16;13-10-2020  15:17;close;409.58;28.00;33.60;437.58;28.110000000000014;465.69;48.51;58.22;0;0;Editions Amphora;JNLZUQXLY,NUYQSDUNQ,OUMAYXZCL,EKEVSMCIR,BOXEUZXGB,HLXSRORAQ,GENQDHQZU,MYHMOHVJY
50;17-02-2020  09:16;01-04-2020  06:24;close;66.63;6.67;8.00;73.30;14.659999999999997;87.96;9.53;11.43;0;0;Big Breakers;PTBEBBDZM
49;17-02-2020  09:16;01-04-2020  06:26;close;647.33;0.00;0.00;647.33;129.4699999999999;776.80;77.68;93.22;0;0;SET;YWCKTPWOZ
46;17-02-2020  09:16;17-02-2020  10:13;close;524.94;73.92;88.70;598.86;119.76999999999998;718.63;77.85;93.42;0;0;Huck Occitania;HTYFMAQNA,OQKYJLRJM,CXZCSVISS,RIQKFYICA,EIPZIYFJR,GXLCUOIDI
47;17-02-2020  09:16;17-02-2020  10:12;close;74.00;12.41;14.89;86.41;17.28;103.69;10.37;12.44;0;0;Cress Sport;JHDBCZYZZ,PGEKPVSYM
48;17-02-2020  09:16;17-02-2020  10:07;close;174.17;27.34;32.80;201.51;40.29000000000002;241.80;26.19;31.44;0;0;Sveltus;OQKYJLRJM,UBFAVKSIP
45;05-02-2020  13:06;17-02-2020  10:00;close;558.33;31.00;37.20;589.33;117.87;707.20;76.61;91.94;474.00;61.62;Innoquipe;OQKYJLRJM,UBFAVKSIP,TPCDOVEWF,SPGPCEEIH
44;31-01-2020  11:00;19-03-2020  17:53;close;961.28;0.00;0.00;961.28;192.24;1153.52;115.37;138.42;1153.52;138.42;Metrola;XTBRYMRRQ,JEJZVKGJE,OOOEAZKGI,CYXKIMQJL,AZHYBKNZQ,VJGDVDGBR,JKVLKUUMA,AMPVIKSWE
41;31-01-2020  11:00;18-02-2020  17:01;close;545.26;0.00;0.00;545.26;109.04999999999995;654.31;65.43;78.52;0;0;VW Sports;ENBOTCLSP,HEBKGPHBL,NZNVNOFDF
42;31-01-2020  11:00;01-04-2020  06:19;close;35.33;8.00;9.60;43.33;8.670000000000002;52.00;5.20;6.24;0;0;Parolai Stil'Eco;TVUNJWFVP
43;31-01-2020  11:00;17-02-2020  09:52;close;104.16;0.00;0.00;104.16;20.840000000000003;125.00;12.50;15.00;0;0;LSC Maintenance;ILOSYQJKD,BKSYTLUGL,GVFMRBUBR,VTKYKZCFH
31;31-01-2020  11:00;20-07-2020  15:04;close;294.99;0.00;0.00;294.99;59;353.99;36.87;44.24;184.79;22.01;Babolat;YKILSQGFU,OQKYJLRJM,DMVILEFSP
32;31-01-2020  11:00;;open;4100.05;101.85;122.22;4201.90;840.3400000000001;5042.24;504.21;605.06;3587.94;430.55;Nemo loisirs pro;DUBEOGXXQ,KVCFEHILW,OKQUJBTLH,MZIDSCXGM,WROTXOUIO,QUZJMUGZQ,KFPHEMHSF,GWVUJIPJZ,GJTPAXCFM,HPFCBUGIM,QNXAXSNPJ,XSNICTCMI,QZEXRNBKR,ZZSEXKVVI,KFOQQADII,YIANQFMJD,MGPTJLXSY,CPYUWDJZN,OTUZSOBNR,IAAKQLLNQ,RMHAGMGLN,XNUQZBYOW,RHDWQRYYW,RMVGTMTXD,FBMFSKXBO,ZUCWPFFNK,SHIRTJMWZ,TWXGHCXZR,ZVXOBXWCF,VFFHSXHBF,DDNNSWILT,ORWZFXKCQ
33;31-01-2020  11:00;05-03-2020  10:35;close;45.81;12.90;15.48;58.71;11.740000000000002;70.45;7.04;8.45;0;0;Casal Sport;JHDBCZYZZ
34;31-01-2020  11:00;01-04-2020  06:27;close;1951.73;295.00;354.00;2246.73;449.32000000000016;2696.05;269.61;323.52;0;0;Manutan Collectivités;NWQAHAVHH,YZRGCIRCJ,LIBMMJUQH,AAKBRTKPC,NZNVNOFDF,NBJSWCLBW,ASEYJMLXB,HVCENUSLC,TPOHIYNLZ,RKTVKGRYN,IEQFIMTWN,AABHJEMTP,CRSWCMGAL,ICJIXQBWG
35;31-01-2020  11:00;18-02-2020  17:01;close;2130.41;0.00;0.00;2130.41;426.09000000000015;2556.50;332.34;332.34;0;0;Netsportique;YKILSQGFU,TYEIWUVZI,LHALCNTPZ,YZRGCIRCJ,JHDBCZYZZ,BGVVQNVPO,HZIXWBMRB,LIBMMJUQH,ZMXZLLCPO,NGUFQPHPR,KYHRATAGG,EIPZIYFJR,UMFIQZITG,IAFGAGGBI,VADQPLMWO
36;31-01-2020  11:00;18-02-2020  17:01;close;115.00;1.00;1.20;116.00;23.19999999999999;139.20;13.92;16.70;0;0;Tupi caoutchouc;LHALCNTPZ
37;31-01-2020  11:00;31-01-2020  14:25;close;54.00;10.75;12.90;64.75;12.950000000000003;77.70;8.42;10.10;0;0;Sveltus;LHALCNTPZ
38;31-01-2020  11:00;18-02-2020  17:01;close;2285.93;50.00;60.00;2335.93;467.19000000000005;2803.12;280.32;336.38;92.00;11.04;Tennis Scorer;BJGNXCCUF,NOIGAOEYZ,BGAJYLFBR,YSBTGRPWE,KLEZTDORO,PCXNEVBUC,AAKBRTKPC,NGKPXXGOS,JKHUGBEKA
39;31-01-2020  11:00;17-06-2020  09:18;close;812.00;0.00;0.00;812.00;162.39999999999998;974.40;105.56;126.68;0;0;France Filets;QXDIPJSXW,MXWQVXPNA,YYITVBHUT,ILQFIWRYX
40;31-01-2020  11:00;19-03-2020  18:58;close;227.92;47.40;56.88;275.32;55.05000000000001;330.37;30.27;36.34;0;0;SCFR Impex;ENBOTCLSP,UBFAVKSIP,ENWSOIAQF,BIJMEGLOS,LGLEGCTDR,BVJQGDDIV
25;31-01-2020  11:00;18-02-2020  08:16;close;864.08;75.09;90.13;939.17;96.63;1035.80;0.00;0.00;0;0;F.F.T.;XQTLPHQHX,XUDOSNLAT,GANNKIRZR,RLFPWCOCP,XVHAMZSWK,ABTOMQSVU,NPWSDSCGO,GHLKIYIRW,YKILSQGFU,KCXPRISFO
26;31-01-2020  11:00;31-01-2020  14:13;close;267.50;17.50;21.00;285.00;57;342.00;37.05;44.46;0;0;Innoquipe;XSUKEJNVQ,YXAXUWUGA,FPXOWZAXT
27;31-01-2020  11:00;01-04-2020  06:27;close;1285.00;118.00;141.60;1403.00;280.5999999999999;1683.60;193.42;232.11;0;0;Iteuil sports;XSUKEJNVQ,BGAJYLFBR,WJYLXIEVR,AEOQOVYMP
28;31-01-2020  11:00;31-01-2020  14:22;close;118.84;22.32;26.78;141.16;28.22999999999999;169.39;16.94;20.32;0;0;Cress Sport;YXAXUWUGA,YKILSQGFU,LHALCNTPZ
29;31-01-2020  11:00;31-01-2020  14:20;close;283.49;26.17;31.40;309.66;61.92999999999995;371.59;40.26;48.31;0;0;Huck Occitania;LTJKFUZWT,JNBANCBAK
30;31-01-2020  11:00;18-02-2020  16:47;close;789.17;0.00;0.00;789.17;157.83000000000004;947.00;94.70;113.64;947.00;113.64;SLS Distribution;FPXOWZAXT
7;24-01-2020  16:53;30-01-2020  18:18;close;33.60;12.90;15.48;46.50;9.299999999999997;55.80;5.58;6.70;0;0;Casal Sport;BGAJYLFBR
